                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    449,                0.30484,                0.24303,                 0.9036,                0.98772,                0.92857,                0.96728,                0.91335,                0.36179,                0.23892,                0.91059,               0.001113,               0.001113,               0.001113
                    450,                0.32597,                0.25214,                 0.9258,                0.96423,                0.96274,                0.96981,                0.91431,                0.36168,                0.23009,                0.89658,               0.001111,               0.001111,               0.001111
                    451,                0.28924,                0.23913,                0.90801,                0.99598,                0.92857,                0.97021,                0.91063,                0.37012,                0.22391,                0.90229,               0.001109,               0.001109,               0.001109
                    452,                0.29776,                0.23391,                 0.9016,                0.96315,                0.96429,                0.97119,                0.90804,                 0.3962,                0.23895,                0.92693,               0.001107,               0.001107,               0.001107
                    453,                0.29536,                0.23444,                 0.9208,                0.98171,                0.95869,                 0.9726,                0.91143,                0.39984,                0.23985,                0.93941,               0.001105,               0.001105,               0.001105
                    454,                0.29712,                0.23599,                 0.8942,                0.99736,                0.96429,                0.97364,                0.90812,                0.38874,                 0.2301,                0.93051,              0.0011031,              0.0011031,              0.0011031
                    455,                 0.2803,                0.23468,                0.89821,                0.99711,                0.96429,                0.97275,                 0.9104,                 0.3847,                0.22461,                0.93938,              0.0011011,              0.0011011,              0.0011011
                    456,                0.29665,                0.23986,                 0.9064,                0.99675,                0.94643,                0.97148,                0.91359,                0.38483,                0.23753,                0.93902,              0.0010991,              0.0010991,              0.0010991
                    457,                0.32743,                0.25043,                0.90805,                      1,                0.94523,                0.97343,                0.91383,                0.39194,                0.23561,                0.94687,              0.0010971,              0.0010971,              0.0010971
                    458,                0.29703,                0.22626,                0.91126,                0.98067,                0.96429,                0.97382,                0.92141,                0.37906,                0.22181,                0.91277,              0.0010951,              0.0010951,              0.0010951
                    459,                0.28859,                0.23262,                0.91141,                0.97717,                0.96429,                 0.9723,                0.92388,                0.37948,                0.22333,                 0.9049,              0.0010932,              0.0010932,              0.0010932
                    460,                0.30058,                0.23753,                0.90006,                0.98176,                0.96117,                0.97216,                0.90599,                0.38024,                0.21767,                0.90884,              0.0010912,              0.0010912,              0.0010912
                    461,                0.28496,                0.22421,                0.89652,                0.99807,                0.94643,                0.97301,                0.91162,                0.37231,                0.22028,                0.91017,              0.0010892,              0.0010892,              0.0010892
                    462,                0.29476,                0.23691,                0.89367,                0.99864,                0.94643,                0.97371,                0.92321,                 0.3663,                0.20807,                0.90452,              0.0010872,              0.0010872,              0.0010872
                    463,                0.30229,                0.22981,                0.90661,                0.99748,                0.92857,                0.96937,                  0.914,                 0.3684,                0.22741,                 0.9153,              0.0010852,              0.0010852,              0.0010852
                    464,                 0.3097,                0.23996,                0.91607,                0.99659,                0.92857,                0.96896,                0.89759,                0.38483,                0.24741,                0.94044,              0.0010833,              0.0010833,              0.0010833
                    465,                0.31082,                0.24543,                0.90124,                0.97645,                0.92857,                0.96115,                0.90674,                0.35652,                0.24382,                0.91412,              0.0010813,              0.0010813,              0.0010813
                    466,                0.30202,                0.23012,                0.92172,                  0.994,                0.92857,                0.96549,                0.90398,                0.36252,                0.23033,                0.91084,              0.0010793,              0.0010793,              0.0010793
                    467,                0.28572,                 0.2278,                0.89446,                0.99614,                0.92857,                 0.9582,                0.89358,                0.37143,                0.25633,                0.91706,              0.0010773,              0.0010773,              0.0010773
                    468,                0.27777,                0.22388,                0.90555,                0.99673,                0.92857,                0.95711,                0.89221,                0.37921,                0.26686,                0.93324,              0.0010753,              0.0010753,              0.0010753
                    469,                0.29542,                 0.2257,                0.89675,                0.99563,                0.92857,                0.96196,                0.89608,                0.38084,                0.24194,                0.92773,              0.0010734,              0.0010734,              0.0010734
                    470,                0.28221,                0.22959,                 0.9023,                 0.9957,                0.92857,                0.95288,                0.88521,                0.37798,                0.23721,                0.92533,              0.0010714,              0.0010714,              0.0010714
                    471,                  0.304,                0.24381,                 0.9179,                0.99622,                0.92857,                0.96222,                0.89995,                 0.3632,                0.24098,                0.90199,              0.0010694,              0.0010694,              0.0010694
                    472,                0.29593,                0.22684,                0.90341,                0.99214,                0.92857,                0.96893,                0.91218,                0.36567,                 0.2354,                0.90822,              0.0010674,              0.0010674,              0.0010674
                    473,                 0.2939,                  0.227,                0.90621,                      1,                 0.9627,                0.97356,                 0.9244,                0.35847,                0.21821,                0.89879,              0.0010654,              0.0010654,              0.0010654
                    474,                 0.2821,                0.23554,                0.90169,                      1,                0.96204,                0.97416,                0.92323,                0.37114,                0.21472,                0.89412,              0.0010635,              0.0010635,              0.0010635
                    475,                0.30917,                0.23719,                0.90523,                0.99733,                0.92857,                0.97126,                0.91284,                0.37818,                0.22163,                0.89161,              0.0010615,              0.0010615,              0.0010615
                    476,                0.28952,                  0.244,                 0.8959,                0.99662,                0.92857,                0.96966,                0.91259,                 0.3688,                 0.2261,                0.88853,              0.0010595,              0.0010595,              0.0010595
                    477,                 0.2825,                0.22868,                0.89624,                0.96064,                0.94643,                0.96547,                 0.9096,                0.36561,                0.26699,                0.88849,              0.0010575,              0.0010575,              0.0010575
                    478,                0.31351,                0.24441,                0.90774,                0.94528,                0.94643,                0.96177,                0.90814,                 0.3622,                0.32449,                0.89007,              0.0010555,              0.0010555,              0.0010555
                    479,                0.27702,                0.22044,                0.90105,                0.97471,                0.94643,                0.95839,                0.90398,                0.36702,                0.28387,                0.90862,              0.0010536,              0.0010536,              0.0010536
                    480,                 0.3116,                0.23032,                 0.9081,                0.99552,                0.94643,                0.95416,                0.90793,                  0.381,                0.24194,                0.91606,              0.0010516,              0.0010516,              0.0010516
                    481,                 0.2903,                0.23148,                0.90173,                0.99505,                0.94643,                0.95298,                 0.9081,                0.37047,                0.23749,                 0.9109,              0.0010496,              0.0010496,              0.0010496
                    482,                0.28985,                0.22365,                0.89862,                      1,                0.94067,                0.94985,                0.90311,                0.36163,                0.27209,                0.89859,              0.0010476,              0.0010476,              0.0010476
                    483,                0.29206,                0.23224,                0.90577,                      1,                0.96398,                0.97085,                0.91852,                0.38657,                0.21905,                0.92772,              0.0010456,              0.0010456,              0.0010456
                    484,                0.29409,                0.23085,                0.89667,                0.99721,                0.94643,                0.97053,                0.90117,                0.42057,                0.25221,                 0.9634,              0.0010437,              0.0010437,              0.0010437
                    485,                0.30124,                0.23983,                0.89487,                 0.9984,                0.94643,                0.96767,                0.91257,                0.38882,                0.24196,                 0.9228,              0.0010417,              0.0010417,              0.0010417
                    486,                0.29048,                0.22435,                0.90123,                0.97973,                0.94643,                0.97162,                0.91888,                0.35714,                0.20993,                0.89686,              0.0010397,              0.0010397,              0.0010397
                    487,                0.27183,                0.21883,                0.89042,                0.98004,                0.94643,                0.96697,                0.92069,                0.36129,                0.23209,                0.89082,              0.0010377,              0.0010377,              0.0010377
                    488,                0.29614,                0.22867,                0.90374,                0.98145,                 0.9447,                0.97344,                0.93147,                0.36185,                0.22771,                0.90738,              0.0010357,              0.0010357,              0.0010357
                    489,                0.28393,                0.21829,                0.90273,                      1,                0.94196,                0.97181,                0.92547,                0.34179,                0.21973,                0.90672,              0.0010338,              0.0010338,              0.0010338
                    490,                0.26017,                0.20989,                0.90239,                0.97917,                0.96429,                0.97372,                0.92719,                0.34505,                0.20833,                0.89583,              0.0010318,              0.0010318,              0.0010318
                    491,                0.29933,                0.22889,                 0.9133,                      1,                 0.9431,                0.97206,                0.92836,                0.33652,                0.22295,                 0.8815,              0.0010298,              0.0010298,              0.0010298
                    492,                0.27195,                0.21421,                0.91306,                0.98761,                0.92857,                0.97091,                0.92234,                0.34541,                0.23157,                0.88399,              0.0010278,              0.0010278,              0.0010278
                    493,                0.30026,                0.23989,                0.90891,                      1,                0.92496,                0.96753,                0.91298,                0.37078,                0.27497,                0.91577,              0.0010258,              0.0010258,              0.0010258
                    494,                0.28564,                0.22208,                0.90959,                      1,                0.92723,                0.96275,                0.90421,                0.37972,                0.27831,                0.91376,              0.0010239,              0.0010239,              0.0010239
                    495,                0.28515,                0.21905,                0.90463,                0.98144,                0.94453,                0.95819,                 0.9097,                0.38339,                0.24717,                0.91083,              0.0010219,              0.0010219,              0.0010219
                    496,                0.28231,                 0.2317,                0.91121,                      1,                0.92336,                0.96333,                0.89656,                0.38451,                0.24157,                0.91685,              0.0010199,              0.0010199,              0.0010199
                    497,                0.28377,                0.23518,                0.90546,                0.99739,                0.94643,                0.97267,                0.89544,                0.38791,                0.23728,                0.92581,              0.0010179,              0.0010179,              0.0010179
                    498,                0.29453,                0.22862,                0.90426,                0.97499,                0.92857,                0.97103,                0.88883,                0.41774,                0.25537,                0.93814,              0.0010159,              0.0010159,              0.0010159
                    499,                0.27376,                0.23179,                0.88488,                0.99799,                0.91071,                0.96995,                0.89166,                0.43499,                0.25025,                0.95346,               0.001014,               0.001014,               0.001014
                    500,                 0.2917,                0.23493,                0.90119,                      1,                0.92738,                0.96656,                0.89293,                0.44349,                0.26807,                0.95622,               0.001012,               0.001012,               0.001012
                    501,                0.28882,                0.22736,                0.89584,                0.99996,                0.92857,                0.96838,                0.91065,                0.41309,                0.27637,                0.93591,                0.00101,                0.00101,                0.00101
                    502,                0.28442,                0.22039,                0.89966,                0.99816,                0.94643,                0.97338,                 0.9184,                0.38536,                  0.237,                0.91567,               0.001008,               0.001008,               0.001008
                    503,                0.29358,                0.22902,                0.89709,                 0.9807,                0.90732,                0.96454,                0.90422,                0.37389,                0.28326,                0.91209,               0.001006,               0.001006,               0.001006
                    504,                0.26886,                 0.2216,                0.88812,                0.94515,                0.92325,                0.96288,                0.90043,                0.38131,                0.29488,                0.92452,              0.0010041,              0.0010041,              0.0010041
                    505,                0.29467,                0.23528,                0.89637,                0.96339,                0.93996,                0.96757,                0.91302,                0.37761,                0.25685,                0.89875,              0.0010021,              0.0010021,              0.0010021
                    506,                0.29048,                0.22068,                0.89442,                0.98179,                0.96287,                0.97519,                0.92524,                 0.3698,                0.21482,                0.89862,              0.0010001,              0.0010001,              0.0010001
                    507,                0.27539,                0.22057,                0.89894,                0.98179,                0.96264,                0.97318,                0.91241,                0.37802,                0.21506,                0.92005,             0.00099812,             0.00099812,             0.00099812
                    508,                0.26811,                0.21432,                 0.9026,                0.96352,                0.94331,                0.97003,                0.90912,                0.37034,                0.23822,                0.91155,             0.00099614,             0.00099614,             0.00099614
                    509,                0.28327,                0.22053,                0.89842,                0.97965,                0.94643,                0.97293,                0.91237,                0.37809,                0.22089,                0.91846,             0.00099416,             0.00099416,             0.00099416
                    510,                0.29312,                0.22781,                0.89135,                0.99816,                0.96429,                0.97398,                0.90786,                0.39817,                0.22386,                 0.9479,             0.00099218,             0.00099218,             0.00099218
                    511,                0.28621,                0.22723,                 0.8931,                      1,                0.96354,                0.97508,                0.91704,                0.36411,                0.21033,                0.92637,              0.0009902,              0.0009902,              0.0009902
                    512,                0.27541,                0.22602,                0.90014,                0.99785,                0.96429,                0.97678,                0.91394,                0.38526,                0.22913,                0.94858,             0.00098822,             0.00098822,             0.00098822
                    513,                0.26203,                0.21978,                0.89215,                0.99502,                0.96429,                0.97678,                0.90727,                0.44637,                0.24705,                0.99466,             0.00098624,             0.00098624,             0.00098624
                    514,                0.26456,                0.21638,                0.88965,                0.99751,                0.94643,                0.97622,                0.91749,                0.40521,                 0.2363,                0.93479,             0.00098426,             0.00098426,             0.00098426
                    515,                0.28043,                0.22212,                0.90802,                0.94729,                0.96277,                0.97066,                0.91631,                0.39269,                0.25632,                 0.9097,             0.00098228,             0.00098228,             0.00098228
                    516,                0.29794,                 0.2378,                0.89829,                 0.9473,                0.96293,                 0.9684,                0.91551,                0.39157,                0.25313,                0.91154,              0.0009803,              0.0009803,              0.0009803
                    517,                0.27796,                0.21791,                 0.8926,                0.99044,                0.91071,                 0.9722,                0.91888,                0.36985,                0.25513,                0.89431,             0.00097832,             0.00097832,             0.00097832
                    518,                0.29562,                0.23739,                 0.9079,                0.97639,                0.91071,                0.97115,                0.91662,                0.37901,                 0.2844,                0.91444,             0.00097634,             0.00097634,             0.00097634
                    519,                 0.2966,                0.23334,                0.88568,                0.98307,                0.91071,                0.97212,                0.92256,                0.38108,                0.26082,                 0.9266,             0.00097436,             0.00097436,             0.00097436
                    520,                0.27143,                0.21798,                0.88748,                0.96127,                0.92857,                0.97136,                  0.919,                0.37559,                0.24816,                0.91322,             0.00097238,             0.00097238,             0.00097238
                    521,                0.27766,                 0.2247,                0.89324,                0.97591,                0.94643,                 0.9719,                0.90502,                0.38238,                0.25942,                0.91054,              0.0009704,              0.0009704,              0.0009704
                    522,                0.26761,                0.22259,                0.89322,                0.99405,                0.92857,                0.97135,                 0.9103,                0.39765,                0.26295,                0.91378,             0.00096842,             0.00096842,             0.00096842
                    523,                0.28417,                0.22778,                0.90656,                0.97673,                0.92857,                0.97012,                0.90577,                 0.3883,                0.28711,                0.91575,             0.00096644,             0.00096644,             0.00096644
                    524,                0.26956,                0.21194,                0.88744,                0.95915,                0.92857,                0.96453,                0.90872,                0.37527,                0.26396,                0.91495,             0.00096446,             0.00096446,             0.00096446
                    525,                0.27062,                0.22098,                0.90029,                0.95582,                0.96429,                0.97083,                 0.9129,                0.37528,                0.24122,                0.91641,             0.00096248,             0.00096248,             0.00096248
                    526,                0.29318,                0.22163,                0.90936,                      1,                0.96176,                 0.9734,                0.91695,                 0.3728,                0.22531,                0.91662,              0.0009605,              0.0009605,              0.0009605
                    527,                0.27923,                0.21801,                0.89962,                0.99868,                0.94643,                0.97311,                 0.9107,                0.36695,                0.22351,                0.91182,             0.00095852,             0.00095852,             0.00095852
                    528,                0.28469,                0.22083,                0.88923,                0.97616,                0.96429,                0.97392,                0.91808,                0.37045,                 0.2152,                 0.9187,             0.00095654,             0.00095654,             0.00095654
                    529,                 0.2817,                0.22303,                0.90202,                0.96288,                0.96429,                0.97416,                0.91682,                0.35301,                0.20307,                0.91447,             0.00095456,             0.00095456,             0.00095456
                    530,                0.30625,                0.22755,                0.91745,                0.98041,                0.96429,                0.97464,                0.92694,                0.34542,                0.19251,                0.90468,             0.00095258,             0.00095258,             0.00095258
                    531,                0.27294,                0.22149,                0.89106,                0.98049,                0.96429,                0.97531,                0.92283,                0.35044,                0.19387,                0.90719,              0.0009506,              0.0009506,              0.0009506
                    532,                0.28194,                0.22169,                0.89812,                0.98151,                0.96429,                0.97445,                0.92192,                0.35174,                0.20382,                0.89986,             0.00094862,             0.00094862,             0.00094862
                    533,                0.27021,                0.21195,                0.89854,                0.97978,                0.96429,                0.97372,                0.90696,                0.36271,                0.21967,                0.90849,             0.00094664,             0.00094664,             0.00094664
                    534,                0.30281,                0.23374,                0.89207,                0.99134,                0.96429,                0.97143,                0.91138,                0.37149,                0.22171,                0.92061,             0.00094466,             0.00094466,             0.00094466
                    535,                0.28806,                0.21912,                0.89173,                0.94732,                0.96337,                0.96621,                0.90558,                0.35872,                 0.2533,                 0.9063,             0.00094268,             0.00094268,             0.00094268
                    536,                0.27553,                0.21766,                0.89385,                0.94735,                0.96388,                0.96796,                0.90796,                0.37394,                0.23592,                0.91455,              0.0009407,              0.0009407,              0.0009407
                    537,                 0.2844,                0.22608,                0.89685,                0.98444,                0.96429,                0.97262,                0.91435,                0.37052,                 0.2067,                0.91395,             0.00093872,             0.00093872,             0.00093872
                    538,                0.28822,                0.21941,                0.90095,                0.99813,                0.94643,                0.97024,                0.91272,                0.37104,                 0.2156,                0.91417,             0.00093674,             0.00093674,             0.00093674
                    539,                0.26326,                0.21244,                0.89806,                      1,                0.94399,                0.97057,                0.91867,                0.36782,                0.22175,                0.91199,             0.00093476,             0.00093476,             0.00093476
                    540,                0.27165,                0.21141,                0.90324,                0.99519,                0.92857,                0.96999,                0.91088,                0.36761,                0.22543,                0.91651,             0.00093278,             0.00093278,             0.00093278
                    541,                0.25986,                0.19919,                0.88152,                0.99446,                0.92857,                0.94441,                0.89249,                0.41184,                 0.2885,                0.96074,              0.0009308,              0.0009308,              0.0009308
                    542,                0.28699,                0.22595,                0.90194,                0.99644,                0.92857,                0.96638,                0.91119,                0.36811,                0.22106,                0.90606,             0.00092882,             0.00092882,             0.00092882
                    543,                0.26296,                0.20843,                0.89455,                0.99834,                0.94643,                0.97461,                0.89692,                0.42983,                0.23894,                0.95535,             0.00092684,             0.00092684,             0.00092684
                    544,                0.27924,                0.23033,                0.88978,                0.99977,                0.96429,                 0.9758,                0.91255,                0.36775,                0.20208,                0.89835,             0.00092486,             0.00092486,             0.00092486
                    545,                0.26839,                0.21606,                0.89071,                0.97979,                0.94643,                0.97344,                0.91949,                0.35376,                0.19022,                0.89106,             0.00092288,             0.00092288,             0.00092288
                    546,                  0.263,                0.21369,                0.89404,                      1,                0.94541,                0.97282,                0.92304,                0.36711,                0.21571,                0.89504,              0.0009209,              0.0009209,              0.0009209
                    547,                0.27233,                0.21488,                0.89581,                0.99893,                0.94643,                0.97424,                0.92071,                0.36854,                0.20088,                0.89825,             0.00091892,             0.00091892,             0.00091892
                    548,                0.28311,                0.22927,                0.89825,                0.98127,                0.96429,                0.97584,                0.92267,                0.36559,                0.19268,                0.90237,             0.00091694,             0.00091694,             0.00091694
                    549,                0.29469,                0.23252,                0.89911,                0.98051,                0.96429,                0.97507,                0.91685,                 0.3791,                0.20477,                0.91895,             0.00091496,             0.00091496,             0.00091496
                    550,                0.27995,                0.21523,                0.89888,                0.98179,                0.96283,                0.97429,                0.91691,                0.38896,                0.21079,                0.91499,             0.00091298,             0.00091298,             0.00091298
                    551,                0.28849,                 0.2261,                0.91332,                0.99673,                0.94643,                0.97243,                0.90039,                0.38922,                0.21764,                 0.9223,               0.000911,               0.000911,               0.000911
                    552,                0.28928,                0.22653,                0.89266,                0.98662,                0.92857,                0.97072,                0.89807,                0.36812,                0.20989,                0.91165,             0.00090902,             0.00090902,             0.00090902
                    553,                0.30028,                0.23406,                0.91605,                0.99836,                0.92857,                0.96881,                0.90367,                0.37522,                0.24272,                0.90668,             0.00090704,             0.00090704,             0.00090704
                    554,                0.26895,                0.21283,                  0.893,                0.99416,                0.92857,                0.96885,                 0.9084,                 0.3708,                0.22884,                0.89756,             0.00090506,             0.00090506,             0.00090506
                    555,                0.27634,                0.23118,                0.89669,                0.98121,                0.93281,                0.96827,                0.91027,                0.35412,                0.21642,                0.88506,             0.00090308,             0.00090308,             0.00090308
                    556,                0.27352,                0.21748,                0.88968,                0.97307,                0.94643,                0.96658,                0.91953,                0.33996,                0.22749,                0.87842,              0.0009011,              0.0009011,              0.0009011
                    557,                0.27389,                0.21393,                0.89475,                0.97028,                0.94643,                0.96654,                0.90728,                0.35106,                0.23409,                0.89008,             0.00089912,             0.00089912,             0.00089912
                    558,                0.28056,                 0.2302,                0.90478,                0.98728,                0.94643,                0.96929,                0.90717,                0.35354,                 0.2193,                0.89533,             0.00089714,             0.00089714,             0.00089714
                    559,                0.27384,                0.21828,                0.89621,                0.99028,                0.94643,                 0.9678,                0.91437,                0.34258,                0.21233,                 0.8933,             0.00089516,             0.00089516,             0.00089516
                    560,                0.26806,                0.21396,                 0.8995,                0.99133,                0.94643,                0.96703,                0.92045,                0.33348,                0.20713,                   0.89,             0.00089318,             0.00089318,             0.00089318
                    561,                0.26247,                0.21312,                  0.896,                0.99132,                0.94643,                0.97039,                 0.9161,                0.33444,                0.20547,                0.88146,              0.0008912,              0.0008912,              0.0008912
                    562,                0.27915,                0.22138,                0.89836,                0.98926,                0.94643,                0.97138,                 0.9184,                0.35313,                0.21001,                0.88916,             0.00088922,             0.00088922,             0.00088922
                    563,                 0.2617,                0.21311,                0.89022,                0.98931,                0.92857,                0.97027,                0.91463,                0.35031,                 0.2232,                0.88939,             0.00088724,             0.00088724,             0.00088724
                    564,                0.29421,                0.22517,                0.91876,                0.99249,                0.92857,                 0.9694,                0.91542,                 0.3633,                0.23209,                 0.9005,             0.00088526,             0.00088526,             0.00088526
                    565,                 0.2877,                 0.2278,                0.88908,                0.99442,                0.92857,                0.97166,                0.92328,                0.36232,                0.22839,                0.89978,             0.00088328,             0.00088328,             0.00088328
                    566,                0.26882,                0.20769,                0.88833,                0.99417,                0.92857,                0.97369,                0.92426,                0.35807,                0.21975,                0.89719,              0.0008813,              0.0008813,              0.0008813
                    567,                0.27008,                0.21284,                0.88719,                0.99554,                0.92857,                0.97377,                0.92445,                0.35928,                0.21854,                0.89954,             0.00087932,             0.00087932,             0.00087932
                    568,                0.27989,                0.21909,                0.88882,                0.99114,                0.92857,                0.97265,                0.92898,                0.36136,                0.20925,                0.90465,             0.00087734,             0.00087734,             0.00087734
                    569,                0.28226,                0.23395,                0.88919,                0.98755,                0.94643,                0.97198,                0.92121,                0.35282,                0.21604,                 0.9082,             0.00087536,             0.00087536,             0.00087536
                    570,                0.27309,                0.21101,                0.88678,                 0.9976,                0.94643,                0.97374,                0.92815,                0.34174,                0.19466,                0.87979,             0.00087338,             0.00087338,             0.00087338
                    571,                0.27512,                0.21473,                0.89129,                      1,                0.94487,                0.97245,                0.91968,                0.36172,                0.21984,                0.89466,              0.0008714,              0.0008714,              0.0008714
                    572,                0.27231,                0.20709,                0.89488,                0.99839,                0.92857,                0.96878,                0.90591,                 0.3727,                0.23171,                0.90733,             0.00086942,             0.00086942,             0.00086942
                    573,                0.27293,                0.20766,                0.89975,                      1,                0.92699,                0.97313,                0.90588,                0.37841,                0.23952,                0.91638,             0.00086744,             0.00086744,             0.00086744
                    574,                0.28167,                0.22365,                0.90592,                 0.9947,                0.96429,                 0.9734,                0.90387,                0.39421,                0.23258,                0.92398,             0.00086546,             0.00086546,             0.00086546
                    575,                0.27144,                0.21672,                0.88188,                0.98178,                0.96213,                0.97353,                0.91019,                0.38403,                0.22801,                0.91734,             0.00086348,             0.00086348,             0.00086348
                    576,                0.27549,                0.21584,                0.89194,                0.99776,                0.94643,                0.97425,                0.91405,                0.38178,                0.22686,                0.92004,              0.0008615,              0.0008615,              0.0008615
                    577,                 0.2495,                0.20368,                0.90785,                0.96189,                0.96429,                0.97343,                0.90586,                0.38296,                0.22087,                0.91175,             0.00085952,             0.00085952,             0.00085952
                    578,                0.25546,                0.21546,                0.89832,                 0.9818,                0.96314,                0.97275,                0.91489,                0.37892,                0.21413,                0.91382,             0.00085754,             0.00085754,             0.00085754
                    579,                0.26784,                0.21262,                0.90059,                0.97848,                0.94643,                0.97178,                0.91332,                0.37075,                0.21638,                0.91908,             0.00085556,             0.00085556,             0.00085556
                    580,                0.26578,                0.21802,                  0.897,                0.97923,                0.94643,                0.97109,                0.90802,                0.37594,                0.22611,                0.92066,             0.00085358,             0.00085358,             0.00085358
                    581,                0.28588,                0.22203,                0.89929,                0.99052,                0.92857,                0.97178,                0.91587,                0.35406,                0.21295,                0.90087,              0.0008516,              0.0008516,              0.0008516
                    582,                0.26402,                0.21598,                0.89163,                0.98146,                0.94536,                0.97256,                0.91524,                0.34565,                0.19948,                0.89376,             0.00084962,             0.00084962,             0.00084962
